1880	-.11
1881	-.13
1882	-.01
1883	-.04
1884	-.42
1885	-.23
1886	-.25
1887	-.45
1888	-.23
1889	.04
1890	-.22
1891	-.55
1892	-.40
1893	-.39
1894	-.32
1895	-.32
1896	-.27
1897	-.15
1898	-.21
1899	-.25
1900	-.05
1901	-.05
1902	-.30
1903	-.35
1904	-.42
1905	-.25
1906	-.15
1907	-.41
1908	-.30
1909	-.31
1910	-.21
1911	-.25
1912	-.33
1913	-.28
1914	-.02
1915	.06
1916	-.20
1917	-.46
1918	-.33
1919	-.09
1920	-.15
1921	-.04
1922	-.09
1923	-.16
1924	-.11
1925	-.15
1926	.04
1927	-.05
1928	.01
1929	-.22
1930	-.03
1931	.03
1932	.04
1933	-.11
1934	.05
1935	-.08
1936	.01
1937	.12
1938	.15
1939	-.02
1940	.14
1941	.11
1942	.10
1943	.06
1944	.10
1945	-.01
1946	.01
1947	.12
1948	-.03
1949	-.09
1950	-.17
1951	-.02
1952	.03
1953	.12
1954	-.09
1955	-.09
1956	-.18
1957	.08
1958	.10
1959	.05
1960	-.02
1961	.10
1962	.05
1963	.03
1964	-.25
1965	-.15
1966	-.07
1967	-.02
1968	-.09
1969	.00
1970	.04
1971	-.10
1972	-.05
1973	.18
1974	-.06
1975	-.02
1976	-.21
1977	.16
1978	.07
1979	.13
1980	.27
1981	.40
1982	.10
1983	.34
1984	.16
1985	.13
1986	.19
1987	.35
1988	.42
1989	.28
1990	.49
1991	.44
1992	.16
1993	.18
1994	.31
1995	.47
1996	.36
1997	.40
1998	.71
1999	.43
2000	.41
2001	.56
2002	.70
2003	.66
2004	.60
